Start Worksheet - General Information
,,,
General Information,,,
,,,
28,7.447929,16.978714,13.135729,14.014649,16.472877,12.746624,7.846189,19.745937,12.078279,17.235065,10.890364,11.286336,11.011673,5.630579,2.570382,17.388418,7.592126,19.075303,15.351339,12.661936,18.956283,13.630121,14.023804,10.370794,14.888991,14.158846,4.09247,17.381552,20.453193,10.604257,34.53193,1.741817,0.87892,0.881209,0.908675,0.915541,0.888075,0.940719,0.922408,0.979629,0.849165,0.846876,0.840009,0.821698,0.856031,0.85832,0.874342,0.943008
29,9.265278,18.706798,14.872969,15.820554,18.210117,14.47013,9.716182,21.181048,13.849851,19.024949,12.71458,13.206683,12.95491,7.420462,3.21355,19.066148,9.558251,20.464637,17.079423,14.502174,20.567636,15.381094,15.619135,12.066835,16.525521,15.793088,5.493248,18.786908,21.831083,12.43534,35.353628,1.741817,0.87892,0.885786,0.906386,0.915541,0.888075,0.940719,0.922408,0.981918,0.846876,0.844587,0.83772,0.821698,0.853742,0.85832,0.876631,0.943008
30,11.11696,20.414282,16.591897,17.603571,19.935912,16.170748,11.631952,22.627604,15.591669,20.785077,14.488441,15.06981,14.863813,9.379721,4.268711,20.714122,11.519799,21.863127,18.773175,16.30808,22.162966,17.097734,17.189288,13.742275,18.14374,17.399863,7.203021,20.192264,23.218128,14.236667,36.260014,1.75555,0.881209,0.881209,0.910964,0.91783,0.890364,0.943008,0.924697,0.981918,0.846876,0.846876,0.842298,0.821698,0.85832,0.85832,0.874342,0.945296
31,12.863355,21.972992,18.159762,19.230945,21.499199,17.72488,13.465324,23.945983,17.20531,22.410163,16.140993,16.80705,16.660563,11.343557,5.735866,22.233921,13.357748,23.126574,20.347906,17.990387,23.618677,18.674754,18.647288,15.321584,19.64065,18.880751,9.031815,21.480888,24.479286,15.912108,37.081712,1.75555,0.876631,0.885786,0.910964,0.915541,0.892653,0.943008,0.922408,0.981918,0.846876,0.844587,0.842298,0.821698,0.856031,0.85832,0.874342,0.943008
32,14.483864,23.389792,19.60174,20.725566,22.932021,19.146258,15.179675,25.122454,18.677043,23.865873,17.64477,18.386358,18.297093,13.215839,7.461662,23.609522,15.051499,24.264134,21.794461,19.530785,24.941634,20.123598,19.974823,16.775006,21.025406,20.242618,10.862898,22.668803,25.642023,17.463951,37.907988,1.760128,0.874342,0.881209,0.910964,0.915541,0.888075,0.945296,0.924697,0.979629,0.849165,0.844587,0.840009,0.821698,0.853742,0.856031,0.872053,0.945296
33,16.063172,24.808881,21.023117,22.192721,24.344244,20.528725,16.84596,26.312657,20.112154,25.31014,19.118791,19.938201,19.901579,15.108721,9.304189,24.980545,16.701762,25.410849,23.224994,21.041428,26.262303,21.549554,21.290913,18.200961,22.378119,21.586175,12.673381,23.861295,26.820783,18.983749,38.766308,1.778439,0.876631,0.881209,0.908675,0.913252,0.890364,0.943008,0.924697,0.979629,0.849165,0.846876,0.840009,0.821698,0.856031,0.85832,0.874342,0.943008
34,17.553216,26.166171,22.382696,23.588922,25.703822,21.85626,18.436713,27.468528,21.487755,26.694896,20.537881,21.430533,21.419089,16.878004,11.142138,26.298924,18.276493,26.511788,24.605173,22.478828,27.516594,22.902266,22.545205,19.56054,23.680476,22.870222,14.415198,25.037766,27.94461,20.428016,39.583429,1.812772,0.87892,0.883497,0.908675,0.913252,0.888075,0.940719,0.922408,0.981918,0.846876,0.842298,0.840009,0.823987,0.851453,0.856031,0.876631,0.945296
35,18.976883,27.468528,23.680476,24.934768,27.001602,23.11284,19.961089,28.576333,22.803845,28.029297,21.897459,22.849622,22.879377,18.551156,12.909133,27.550927,19.775692,27.566949,25.930419,23.840696,28.734264,24.213779,23.749142,20.853742,24.932479,24.094759,16.079194,26.129549,29.034104,21.812772,40.395972,1.881437,0.881209,0.881209,0.908675,0.91783,0.890364,0.943008,0.926986,0.979629,0.851453,0.846876,0.83772,0.823987,0.853742,0.856031,0.876631,0.945296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Worksheet


Start Worksheet - Data - Melt Green
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
60.01,33.735409,45.761044,40.054932,41.760128,44.465553,38.521401,34.71046,45.953307,39.075303,46.099794,38.78233,40.169375,38.857862,32.8542,24.854658,45.58938,35.873198,44.584573,43.602655,40.061799,46.889448,41.029984,39.691005,35.802243,41.622797,40.553902,29.338521,42.863355,47.619593,37.756924,60.988785,4.197757,0.885786,0.885786,0.922408,0.931563,0.89723,0.945296,0.936141,1.000229,0.856031,0.846876,0.851453,0.842298,0.85832,0.860609,0.890364,0.961318
60.02,33.721675,45.731289,40.032044,41.744106,44.428931,38.489357,34.687572,45.909819,39.045548,46.086061,38.777752,40.137331,38.84184,32.831312,24.834058,45.550469,35.873198,44.577707,43.5935,40.052644,46.894026,41.023117,39.654383,35.763333,41.609064,40.537881,29.311055,42.8336,47.594415,37.734035,60.972763,4.193179,0.885786,0.883497,0.924697,0.931563,0.89723,0.949874,0.926986,0.993362,0.856031,0.844587,0.846876,0.830854,0.856031,0.865187,0.883497,0.949874
60.03,33.719387,45.712978,40.016022,41.730373,44.440375,38.475624,34.678416,45.902953,39.020371,46.063172,38.759442,40.13962,38.834974,32.831312,24.827192,45.543603,35.843442,44.554818,43.568322,40.016022,46.864271,40.99794,39.670405,35.756466,41.590753,40.526436,29.299611,42.81529,47.566949,37.697414,60.933852,4.179446,0.899519,0.883497,0.910964,0.936141,0.894942,0.952163,0.926986,0.993362,0.85832,0.851453,0.844587,0.826276,0.865187,0.85832,0.890364,0.943008
60.04,33.680476,45.683223,39.993133,41.700618,44.415198,38.448157,34.657816,45.882353,38.98146,46.026551,38.738842,40.093843,38.821241,32.810712,24.806592,45.516136,35.834287,44.53193,43.559167,40.006867,46.820783,40.984207,39.626917,35.719844,41.560998,40.47837,29.269856,42.778668,47.514305,37.672236,60.899519,4.188602,0.885786,0.885786,0.929274,0.922408,0.906386,0.95903,0.924697,0.993362,0.860609,0.842298,0.844587,0.835431,0.865187,0.85832,0.892653,0.947585
