Species,ymax,tmax,auc,centroid,fwhm,decay,auc_left,auc_right,asym,mean,max,min_z,rise_log,std_log
Japanese topeshark,0.05543299,78.59,0.116217895,78.00437371,1.44,0.832847536,0.07531379,0.040904105,-0.296079065,0.011611024,0.06841711,-0.190409018,1.354260928,0.012560662
Java shark,0.069582402,77.84,0.11291433,77.11194038,1.2,0.644244719,0.074604437,0.038309892,-0.321434357,0.010256446,0.082629194,-2.640955589,1.51256665,0.013978485
Java shark,0.075597091,77.89,0.144438372,77.08663389,1.37,0.869984914,0.093381177,0.051057195,-0.293024504,0.01184784,0.08905941,-1.484758033,1.582709133,0.01574432
Java shark,0.058323949,77.79,0.094313691,77.08627869,1.21,0.646882904,0.062053447,0.032260244,-0.315894781,0.008501426,0.069174527,-1.509467484,1.507485502,0.011710493
Java shark,0.05453629,77.8,0.092837595,76.92204905,1.19,0.628642394,0.063529752,0.029307843,-0.368621239,0.008658144,0.065762324,-1.017423479,1.560869047,0.011366482
Java shark,0.034537666,77.81,0.058684351,76.77955423,1.13,0.60268307,0.040866428,0.017817923,-0.392753842,0.006136138,0.042935073,0.580312745,1.616391673,0.007552509
Java shark,0.038533268,77.88,0.078391825,76.88328826,1.38,0.741820448,0.054221969,0.024169856,-0.383357751,0.007720825,0.048543881,0.773419751,1.619992361,0.009221387
Java shark,0.058910599,77.7,0.101592839,76.83199743,1.25,0.65664936,0.068775425,0.032817414,-0.353942378,0.00927696,0.070915422,0.854602973,1.533515734,0.012371363
Java shark,0.036530285,77.82,0.081523687,76.61988299,1.39,0.706577534,0.058963775,0.022559912,-0.446543381,0.008337482,0.047608678,-1.296184808,1.653869115,0.009558742
Java shark,0.024284594,77.69,0.055241151,76.21381982,1.15,0.560281219,0.043118856,0.012122295,-0.561113607,0.006439344,0.033606464,0.625413761,1.685592907,0.007056468
Java shark,0.080886975,77.71,0.147371298,76.74407894,1.23,0.669044658,0.101759759,0.045611539,-0.380998338,0.011416706,0.09371565,0.604088976,1.591036405,0.015935406
Lemon shark,0.024967781,77.75,0.102864726,77.20866065,6.36,2.501149657,0.053635399,0.049229327,-0.042833657,0.011080339,0.038426597,1.023098029,1.741811064,0.010284017
Lemon shark,0.02718402,77.86,0.116010119,77.30600741,6.43,2.527388565,0.06027622,0.0557339,-0.039154513,0.011721637,0.040835545,1.152655502,1.760806078,0.010936343
Lemon shark,0.021935668,77.64,0.087489053,76.89081461,6.32,2.496038023,0.050029205,0.037459848,-0.143667771,0.009959664,0.034286409,0.815644498,1.75943665,0.009084298
Lemon shark,0.022644606,77.8,0.089839643,77.15902147,6.28,2.488894841,0.047650986,0.042188657,-0.060800871,0.01023169,0.035410998,-1.017493122,1.724827915,0.009370284
Lemon shark,0.026743375,78.01,0.112066549,77.50637978,6.32,2.512864781,0.057697837,0.054368712,-0.029706675,0.011481925,0.04023825,0.852123671,1.74853931,0.01071558
Lemon shark,0.027052595,77.74,0.112955731,77.06165849,6.3,2.604384974,0.064072996,0.048882734,-0.134479779,0.011383049,0.04038843,0.726389615,1.739241962,0.010643321
Lemon shark,0.016670775,77.11,0.081081143,76.70997979,6.82,3.217388632,0.045835681,0.035245462,-0.130612603,0.009686705,0.028963413,0.784486075,1.662764027,0.008611691
Lemon shark,0.026987657,77.84,0.110897633,77.40682547,6.28,2.553698328,0.056231697,0.054665937,-0.014118966,0.011412812,0.040534427,1.367491225,1.729855368,0.010729231
Lemon shark,0.025404772,77.66,0.118973003,76.70806344,6.59,2.45270672,0.068216156,0.050756847,-0.146750174,0.010399119,0.036862548,0.485897292,1.796198816,0.010209069
Lemon shark,0.028330741,77.65,0.129410296,76.77390594,6.54,2.454571153,0.072613748,0.056796548,-0.122225212,0.011598001,0.041252165,1.068596012,1.778108684,0.011327225
Lemon shark,0.023943388,74.63,0.118268617,76.34509062,6.85,5.55533255,0.032725573,0.085543043,0.44658906,0.011893816,0.037818,0.968985167,1.067134553,0.010990595
Longtail stingray,0.055452121,77.78,0.139452639,77.23549464,1.34,0.930476985,0.079479745,0.059972895,-0.139881539,0.013591991,0.068940578,-1.345415673,1.506609134,0.012267121
Longtail stingray,0.045002192,77.64,0.082320545,77.24109329,1.29,0.793579391,0.050256963,0.032063583,-0.221006551,0.01086921,0.057795958,-1.072044737,1.410468816,0.010207102
Longtail stingray,0.04807104,77.69,0.107095495,77.71703788,1.32,0.88008733,0.0585239,0.048571595,-0.09292926,0.012423207,0.061317424,0.886994082,1.458226672,0.010977344
Longtail stingray,0.048771296,77.68,0.105609796,77.75862872,1.3,0.859762378,0.057503637,0.048106159,-0.088983015,0.012829963,0.062699923,1.012017776,1.446600701,0.011239561
Longtail stingray,0.056739192,77.78,0.146380314,77.17084178,1.34,0.940994609,0.083391635,0.062988679,-0.139383198,0.013782749,0.07019733,-0.279482828,1.515454763,0.012478745
Longtail stingray,0.055572275,77.79,0.136723078,77.22887834,1.33,0.912173162,0.078149734,0.058573343,-0.143182785,0.013284465,0.068811477,1.038266344,1.501097466,0.012209414
Longtail stingray,0.052596706,77.77,0.123469121,77.33136713,1.33,0.892873401,0.070917232,0.052551889,-0.148744421,0.012637184,0.065498115,0.835743561,1.489885778,0.011620979
Longtail stingray,0.053908677,77.75,0.125814953,77.38990905,1.33,0.885525753,0.071444626,0.054370327,-0.135709613,0.013073297,0.067329021,0.928661683,1.486625322,0.011957896
Longtail stingray,0.05589067,77.73,0.130205463,77.38113422,1.32,0.878665866,0.074201619,0.056003844,-0.139761997,0.013585961,0.069887909,-2.050470746,1.487397906,0.012427455
Longtail stingray,0.053073226,77.73,0.122642258,77.42210088,1.33,0.878294202,0.069861604,0.052780654,-0.139274584,0.012905632,0.066418601,0.507486722,1.484798362,0.01180812
Longtail stingray,0.048047079,77.73,0.110640219,77.28179182,1.35,0.869080419,0.064724749,0.04591547,-0.170003997,0.012041381,0.060681338,0.802934592,1.482893075,0.010891189
Longtail stingray,0.049501309,77.74,0.11168304,77.43645063,1.34,0.850418236,0.064695627,0.046987413,-0.158557772,0.01221755,0.062414462,-0.616556511,1.480191942,0.011187632
Milk shark,0.015574623,78.41,0.04476696,77.87293264,3.44,1.44931574,0.027311297,0.017455663,-0.2201542,0.00612023,0.024472423,0.472665061,1.314785465,0.006055559
Milk shark,0.024838886,78.3,0.065250667,78.0084549,2.38,1.66353238,0.035440636,0.029810031,-0.086291915,0.007914627,0.035759977,0.54787985,1.288937243,0.008151673
Milk shark,0.023358723,78.43,0.061811173,77.98819846,2.22,1.499509571,0.034829394,0.026981779,-0.126961115,0.007142883,0.032991453,-0.348429718,1.35017208,0.007477465
Milk shark,0.010753048,78.47,0.025223205,77.92330933,1.88,1.35038219,0.014094238,0.011128967,-0.117561222,0.004608668,0.018096246,-1.665245669,1.267653243,0.004323886
Milk shark,0.022551652,78.43,0.062101028,77.87918669,2.24,1.497553596,0.036258505,0.025842523,-0.167726395,0.007131757,0.032173871,0.128627045,1.375064658,0.007425797
Milk shark,0.020711328,78.46,0.053700991,77.86739116,2.1,1.459836677,0.030853559,0.022847432,-0.149087128,0.006853689,0.030379053,0.665180099,1.333360132,0.00694849
Milk shark,0.005562889,78.57,0.012482695,77.48694046,1.65,1.236513603,0.007294827,0.005187869,-0.1687903,0.003320955,0.011424839,0.797599913,2.960815676,0.002910478
Milk shark,0.004171417,78.54,0.008842614,77.05303373,1.5,1.117340549,0.005214266,0.003628348,-0.179349552,0.002936323,0.009523761,0.643033522,2.9606195,0.00250828
Milk shark,0.031346751,78.47,0.086460206,77.98220687,2.35,1.540623477,0.049025829,0.037434377,-0.134066894,0.00886026,0.042564546,-1.135545519,1.369539977,0.009582795
Milk shark,0.00620363,78.51,0.014988012,77.42196594,3.19,1.2441659,0.009279187,0.005708825,-0.238214509,0.003288222,0.011757513,0.38630734,2.957137237,0.002964378
Milk shark,0.003428512,78.57,0.006053019,77.2619575,1.36,1.178760219,0.00325664,0.002796379,-0.076038266,0.002415656,0.007984495,0.496343791,2.961071279,0.002041786
Milk shark,0.019200701,78.47,0.052115703,77.87588855,2.19,1.407181115,0.029642495,0.022473207,-0.137564828,0.006822025,0.028889002,0.074305253,1.373056269,0.006819554
Milk shark,0.031120398,78.47,0.083357179,78.03641884,2.23,1.517971442,0.047312779,0.036044399,-0.135181878,0.009125402,0.04308678,-0.492591396,1.356964183,0.009688122
Milk shark,0.033658652,78.16,0.103640671,77.61236505,2.92,1.728864731,0.061602936,0.042037735,-0.188779184,0.010377626,0.046243666,-2.001330417,1.570763858,0.010832604
Narrownose smooth-hound,0.039020652,77.35,0.130445472,76.5687257,1.71,2.759782875,0.078807499,0.051637972,-0.208282638,0.012722494,0.053454085,-1.542178953,1.735086662,0.012098053
Narrownose smooth-hound,0.046969412,77.38,0.150197827,76.955162,1.76,2.824842261,0.081477983,0.068719844,-0.084942231,0.012240149,0.059785578,-1.214319081,1.551760347,0.012935395
Narrownose smooth-hound,0.048709748,77.38,0.163987121,76.85328455,1.79,2.857112644,0.090263385,0.073723736,-0.100859438,0.012801768,0.061660224,-1.509356055,1.588134011,0.013457418
Narrownose smooth-hound,0.049630266,77.36,0.168892355,76.82969799,1.85,2.814074046,0.095524841,0.073367514,-0.131192006,0.013983949,0.064344861,0.929984906,1.596554791,0.014385848
Narrownose smooth-hound,0.050868145,77.41,0.165905774,76.89887085,1.82,2.80421746,0.092239172,0.073666602,-0.111946499,0.01371693,0.065255865,1.280158498,1.580675396,0.01424297
Narrownose smooth-hound,0.047026987,77.43,0.14835787,77.05685806,1.81,2.788543059,0.081723446,0.066634423,-0.101706927,0.012926279,0.061098078,0.789409858,1.544576749,0.013377262
Narrownose smooth-hound,0.04935554,77.42,0.158433953,77.06300624,1.79,2.84036562,0.085457979,0.072975974,-0.078783651,0.012924296,0.06284939,0.474754361,1.551043574,0.013639316
Narrownose smooth-hound,0.05305477,77.42,0.168559512,77.08911808,1.82,2.847699397,0.090418056,0.078141456,-0.072832436,0.013997506,0.067770013,0.85202617,1.534169164,0.014685727
Night shark,0.073609593,77.8,0.145732566,77.25401898,1.48,1.073557688,0.087750538,0.057982028,-0.204268071,0.012185581,0.087744498,-1.214298188,1.348121728,0.016038845
Night shark,0.073722887,77.79,0.142162641,77.31616129,1.45,1.064504173,0.085115121,0.05704752,-0.197433036,0.01171188,0.087370616,0.258860059,1.342871885,0.015816628
Night shark,0.076317832,77.74,0.147686964,77.28127681,1.45,1.073249241,0.088831891,0.058855072,-0.202975391,0.012351652,0.090623048,1.053831627,1.343154383,0.016403586
Night shark,0.066686313,77.76,0.130530082,77.2493798,1.47,1.031363665,0.079705761,0.050824321,-0.221262709,0.011289524,0.080222013,1.227278323,1.341063818,0.014755103
Night shark,0.043143648,77.74,0.088831993,77.1702656,1.54,1.004760687,0.055886617,0.032945375,-0.258254276,0.008496088,0.054025061,-0.869758741,1.34134841,0.010407238
Night shark,0.056843479,77.72,0.116510387,77.26643911,1.52,1.164641112,0.070006291,0.046504096,-0.201717596,0.01023779,0.069017934,-0.769075389,1.341695769,0.012970783
Night shark,0.044710909,77.79,0.090859021,77.2266435,1.51,0.984909778,0.057219816,0.033639205,-0.259529661,0.008779099,0.056074964,-0.077935051,1.340226248,0.010791417
Night shark,0.059570142,77.75,0.119796501,77.23836729,1.49,1.056347199,0.073435916,0.046360584,-0.226011044,0.011154411,0.072923819,0.924302011,1.357573512,0.013541219
Night shark,0.069189215,77.46,0.150577059,76.60908785,1.54,1.056590425,0.095846722,0.054730337,-0.273058762,0.011410529,0.080761022,1.484331828,1.431800771,0.014719026
Night shark,0.065213452,77.14,0.133440838,76.62005566,1.54,1.067043279,0.081639975,0.051800862,-0.223613051,0.010732711,0.077343403,0.458736396,1.351907157,0.014323542
Night shark,0.088975698,77.56,0.179105357,77.05377143,1.51,1.078518755,0.108036999,0.071068358,-0.206407235,0.013700812,0.10367269,-1.312704204,1.353667069,0.018783797
Night shark,0.080030539,77.34,0.158818397,76.8051326,1.5,1.046225595,0.096942188,0.06187621,-0.220792924,0.012059092,0.092956288,1.393377648,1.340755874,0.016743821
Oceanic whitetip shark,0.088675521,78.29,0.169696799,78.04752712,1.82,0.835821497,0.099343202,0.070353597,-0.170831772,0.013317657,0.103529991,-0.631878042,0.933222774,0.019844246
Oceanic whitetip shark,0.084918928,78.08,0.164786082,77.81059177,1.85,0.843181924,0.096946807,0.067839274,-0.176638297,0.013048872,0.099321221,-0.918940855,0.937794571,0.019094759
Oceanic whitetip shark,0.102104107,78.73,0.200443118,78.39625032,1.84,0.855791281,0.118979796,0.081463322,-0.187167685,0.01450809,0.116562207,-0.082670797,0.955885996,0.022155941
Oceanic whitetip shark,0.104845551,78.71,0.203600878,78.40409497,1.84,0.844021724,0.119894164,0.083706715,-0.177737194,0.015452463,0.121065974,1.444969422,0.943659875,0.023076279
Oceanic whitetip shark,0.101457693,78.75,0.197222628,78.40616934,1.83,0.848561052,0.118063429,0.079159199,-0.197260479,0.014342182,0.11588309,-1.017472229,0.942743041,0.021982736
Oceanic whitetip shark,0.10927835,78.8,0.21600323,78.45624622,1.86,0.85995116,0.129235623,0.086767607,-0.196608248,0.015996,0.125542366,-0.496073562,0.964414745,0.023954792
Oceanic whitetip shark,0.103852713,78.72,0.201019587,78.43689947,1.84,0.84163476,0.118558139,0.082461448,-0.179568031,0.014235564,0.117966486,-0.525323758,0.945654725,0.022350887
Oceanic whitetip shark,0.111992099,78.76,0.218364131,78.46090576,1.85,0.857801127,0.12849589,0.089868241,-0.176895576,0.01620819,0.128601234,1.42324767,0.941848905,0.024470012
Oceanic whitetip shark,0.108451083,78.78,0.221922901,78.18465573,1.87,0.869517347,0.133715888,0.088207012,-0.205066155,0.015724393,0.123707457,1.344146783,0.974606263,0.023601603
Oceanic whitetip shark,0.09718846,78.72,0.190885866,78.33409321,1.84,0.844913538,0.113247073,0.077638792,-0.186542262,0.013942127,0.11117051,1.047709979,0.956166935,0.021127931
Pacific bonnethead shark,0.055387304,78.56,0.114268554,76.80939419,1.46,0.782134509,0.077178737,0.037089816,-0.350830737,0.010117117,0.066971916,-0.099106621,2.061561137,0.012368448
Pacific bonnethead shark,0.04614527,78.55,0.091903299,76.84209912,1.42,0.745819586,0.061673926,0.030229373,-0.342148251,0.008577462,0.056736894,0.682388964,2.056635304,0.010613577
Pacific bonnethead shark,0.056873001,78.46,0.114766661,76.80410384,1.45,0.785889281,0.076493878,0.038272783,-0.333033076,0.010282894,0.068884594,0.601212706,2.055026958,0.012684833
Pacific bonnethead shark,0.054022826,78.47,0.112114568,76.78239383,1.46,0.814205271,0.074867375,0.037247194,-0.33555123,0.010203532,0.065626158,0.597117679,2.057702793,0.012100938
Pacific bonnethead shark,0.061289462,78.41,0.119841601,76.79076388,1.43,0.76594571,0.078572838,0.041268763,-0.311278176,0.011225879,0.07518412,-0.799022018,2.048172524,0.013914977
Pacific bonnethead shark,0.065012677,78.45,0.130229578,77.01463126,1.44,0.779667549,0.086971106,0.043258472,-0.335658263,0.011215917,0.078054666,-0.0169275,1.940801597,0.014360458
Pacific bonnethead shark,0.06493226,78.43,0.133985362,76.99438132,1.47,0.810116053,0.089158852,0.04482651,-0.330874516,0.012223554,0.078577429,0.816055394,1.946784015,0.014382517
Pacific bonnethead shark,0.060948814,78.43,0.121278101,77.03278098,1.45,0.781258217,0.080350638,0.040927464,-0.325064243,0.010625092,0.073384417,-0.370715581,1.939104666,0.013485617
Pacific bonnethead shark,0.070139284,78.44,0.143147002,76.81558325,1.46,0.799323016,0.095253381,0.047893622,-0.330847018,0.012333748,0.084105939,0.881666368,2.055080699,0.015423299
Pacific guitarfish,0.046875398,77.95,0.122108483,77.66469808,1.59,1.275867907,0.068562687,0.053545796,-0.12297992,0.013019817,0.060233575,0.460825696,1.388014676,0.011479451
Pacific guitarfish,0.066542227,77.42,0.12622972,76.80067209,1.27,0.77469082,0.081794647,0.044435073,-0.295964966,0.012582939,0.080141831,-1.054940337,1.434712004,0.013715991
Pacific guitarfish,0.061440759,77.4,0.115584934,76.79490916,1.27,0.76967686,0.074711832,0.040873102,-0.292760728,0.011776156,0.074365479,-1.128393149,1.432860821,0.012765646
Pacific guitarfish,0.066376745,77.38,0.124670378,76.70254299,1.26,0.766299746,0.081540253,0.043130125,-0.308093462,0.012869327,0.080623268,0.901222213,1.437969337,0.01383951
Pacific guitarfish,0.069470967,77.4,0.131470767,76.78991326,1.27,0.772076944,0.08499449,0.046476277,-0.292979299,0.013279965,0.083921795,0.96117815,1.437233954,0.014371766
Pacific guitarfish,0.06323687,77.4,0.117012231,76.81663111,1.29,0.766546708,0.07590992,0.041102311,-0.297469841,0.012279356,0.077091439,-0.291322193,1.410754351,0.01334022
Pacific guitarfish,0.061120595,77.35,0.113825477,76.74670345,1.29,0.763438851,0.074801635,0.039023842,-0.314321489,0.012078969,0.074807002,-1.316451015,1.419306932,0.013009195
Pelagic thresher shark,0.040585496,75.99,0.103348152,75.24997844,1.8,1.670167726,0.06111097,0.042237182,-0.182623371,0.009320666,0.051012994,0.949296999,1.363959369,0.010289771
Pelagic thresher shark,0.043442116,76.85,0.121338879,75.85421106,1.9,1.717221935,0.075941878,0.045397001,-0.251731989,0.010317137,0.054349669,0.90010792,1.508131992,0.011163209
Pelagic thresher shark,0.062138153,76.81,0.162464695,76.21306286,1.83,1.848761171,0.089551825,0.07291287,-0.102415822,0.013235725,0.075666675,-0.722414362,1.255106173,0.014905822
Pelagic thresher shark,0.039232288,76.51,0.113953603,76.11439227,1.89,1.920632504,0.061688776,0.052264827,-0.082699878,0.010688588,0.050871001,-1.927529388,1.44015373,0.010591911
Pelagic thresher shark,0.036286447,75.75,0.089352274,75.09632019,1.76,1.593657491,0.053875157,0.035477117,-0.205904552,0.008403099,0.046138407,-1.743106904,1.42385964,0.00939283
Pelagic thresher shark,0.050997629,76.92,0.134281013,76.21328526,1.89,1.780269445,0.079135487,0.055145525,-0.17865491,0.011605907,0.063335891,0.161359407,1.363512696,0.012802804
Pelagic thresher shark,0.056368045,76.71,0.144594231,76.25990652,1.82,1.846182763,0.077768539,0.066825692,-0.07567969,0.01211983,0.069042659,0.775878161,1.224007721,0.013627298
Porbeagle shark,0.039405365,78.79,0.104661853,76.9265303,1.5,0.803735236,0.07512972,0.029532133,-0.435665772,0.011525871,0.052206459,-2.099813041,2.048395592,0.010381928
Porbeagle shark,0.037062882,78.61,0.117475185,76.5682757,1.76,0.838350771,0.086593806,0.030881379,-0.474248472,0.0114066,0.049140763,-1.739116342,2.058646471,0.010241756
Porbeagle shark,0.040774203,78.61,0.124546924,76.93285304,2.41,0.813521259,0.095727556,0.028819368,-0.537212688,0.011717871,0.053414347,0.151609342,1.961164649,0.011592844
Porbeagle shark,0.035274449,78.61,0.107637956,76.59883747,1.8,0.812361227,0.080378316,0.02725964,-0.49349391,0.010622028,0.046709915,-0.21958957,2.049584355,0.009732666
Porbeagle shark,0.041996543,78.69,0.128323491,76.90155305,2.32,0.816584585,0.098829678,0.029493813,-0.540320909,0.011975555,0.054713542,0.665180099,1.973486786,0.011710678
Porbeagle shark,0.038545896,78.63,0.1270127,76.60467223,2.39,0.826181972,0.097917408,0.029095292,-0.541852234,0.011471638,0.050457559,-1.237872453,2.012680827,0.010947459
Porbeagle shark,0.037220153,78.68,0.111574078,76.76501494,1.84,0.815086991,0.083440315,0.028133763,-0.495693556,0.010904758,0.048883679,-0.698735632,2.03236172,0.010109159
Porbeagle shark,0.034606632,78.46,0.112626153,76.2666857,2.02,0.811064197,0.085695049,0.026931104,-0.521761094,0.010508105,0.045699535,0.09519825,2.047197033,0.009711276
Porbeagle shark,0.02899897,78.26,0.100414202,76.21088474,2.33,0.82189391,0.076328735,0.024085467,-0.520277678,0.009478011,0.039069983,1.37609914,2.040948006,0.008650476
Porbeagle shark,0.03407086,78.26,0.109453536,76.27601754,2.1,0.815462166,0.082290039,0.027163497,-0.503652458,0.010149112,0.044831147,1.285089246,2.022900421,0.009547419
Porbeagle shark,0.036586066,78.43,0.109777495,76.30766719,1.84,0.796624409,0.084435286,0.025342209,-0.538298645,0.011230415,0.048955204,-0.918982641,2.038280984,0.010284569
Porbeagle shark,0.015251545,78.19,0.031499105,76.40865649,1.27,0.674262675,0.022631439,0.008867665,-0.436957635,0.005127407,0.022042988,-1.410957004,1.981840174,0.004492594
Porbeagle shark,0.023767987,78.48,0.05111077,76.7357312,1.29,0.716593562,0.035304672,0.015806099,-0.381496369,0.007519738,0.033168535,1.203906024,2.001766857,0.006564936
Roughskin dogfish,0.025393142,78.83,0.04705126,77.07887044,1.28,0.871308473,0.029319256,0.017732004,-0.246268679,0.00760522,0.035762862,-1.193091796,2.119535222,0.006970843
Roughskin dogfish,0.012764712,78.83,0.020399961,76.95701093,1.17,0.714130759,0.01298339,0.007416571,-0.272883838,0.004878827,0.020057725,0.994808911,2.084668911,0.004106574
Roughskin dogfish,0.022013261,78.85,0.039383126,77.28182447,1.27,0.853690843,0.024206354,0.015176772,-0.229275416,0.006766315,0.031281703,0.941928736,2.107994775,0.006089241
Roughskin dogfish,0.037616463,78.83,0.082271684,77.26230714,1.41,2.198742711,0.04981152,0.032460164,-0.210903132,0.009636234,0.049019667,-0.791361252,2.15557314,0.009324462
Roughskin dogfish,0.047454733,78.83,0.102643129,77.43423002,1.36,2.316941629,0.059579687,0.043063442,-0.160909405,0.010978953,0.060096704,-1.001022476,2.128514806,0.011103997
Sandbar shark,0.040601656,78.04,0.136084065,78.20371688,3.75,2.799717671,0.062527176,0.073556888,0.081050723,0.013927079,0.056726297,-0.279482828,1.406000058,0.013413764
Sandbar shark,0.037490243,77.95,0.103787595,78.36222347,3.56,2.756614596,0.042939584,0.060848011,0.172548821,0.011221986,0.051303868,-1.361837568,1.023778175,0.011481281
Sandbar shark,0.037725784,77.93,0.107857341,78.29115818,3.62,2.770919531,0.04600501,0.061852331,0.146928534,0.011126054,0.051020941,0.338253447,1.081802767,0.01144823
Sandbar shark,0.042126997,77.86,0.121795659,78.33767964,3.68,2.823241528,0.048696356,0.073099303,0.200359747,0.011756064,0.05565946,0.879200995,1.042742731,0.01239626
Sandbar shark,0.03727328,77.82,0.108496475,78.29411277,3.72,2.830169185,0.04356745,0.064929025,0.196887274,0.010884147,0.050045587,0.767674177,1.043514958,0.01125897
Sandbar shark,0.04195277,77.88,0.117246178,78.37331879,3.67,2.838560117,0.046491393,0.070754784,0.206943985,0.011460467,0.055365169,-0.919066213,1.003887912,0.012204682
Sandbar shark,0.051132352,78.04,0.159102688,78.12957545,3.68,2.869656589,0.069920861,0.089181828,0.12105997,0.013078186,0.064560968,-1.328972884,1.408939803,0.014094537
Sandtiger shark,0.024594636,76.88,0.062908986,76.34338892,1.5,2.081218248,0.035753514,0.027155471,-0.136674319,0.00811989,0.035011038,0.556933482,1.584378436,0.007520188
Sandtiger shark,0.043518001,76.98,0.111889985,76.09915612,1.4,2.026371279,0.066538471,0.045351513,-0.189355265,0.010683392,0.054902041,0.827518685,1.627965576,0.010403847
Sandtiger shark,0.046400845,76.9,0.114770618,76.17902967,1.41,1.955597706,0.068728999,0.046041619,-0.197675856,0.011446359,0.05883483,0.71027415,1.62110737,0.011168154
Sandtiger shark,0.038519757,76.96,0.09155122,76.30226584,1.4,2.012642052,0.054644975,0.036906245,-0.193757444,0.010332836,0.050471863,-0.753057424,1.61023658,0.009809075
Sandtiger shark,0.044810485,77,0.105088776,76.23721807,1.38,1.778877875,0.063813452,0.041275324,-0.214467513,0.011190112,0.057388227,-1.01245791,1.614398609,0.010878364
Sandtiger shark,0.040334946,76.96,0.085251765,76.19738653,1.3,1.212374334,0.053057908,0.032193857,-0.244734536,0.009658804,0.051693822,-1.460180905,1.593814874,0.009598543
Sandtiger shark,0.040452214,76.97,0.093691081,76.18185363,1.38,1.697176328,0.057719914,0.035971167,-0.23213252,0.010235574,0.05215018,0.605990238,1.608816046,0.009946184
Sandtiger shark,0.048262542,76.98,0.113648709,76.28315755,1.37,1.734317365,0.068473307,0.045175402,-0.204999294,0.011594093,0.060996055,0.658208802,1.614665155,0.011405023
Sandtiger shark,0.030893308,76.83,0.073869194,75.99372024,1.38,1.825647377,0.044920925,0.028948269,-0.216228911,0.007891012,0.03975034,0.941921771,1.617235798,0.007571719
Sandtiger shark,0.057923207,77.02,0.143927572,76.37961392,1.37,1.956714001,0.084197078,0.059730494,-0.169992331,0.013667354,0.072275134,-1.249064135,1.621016099,0.013391188
Sandtiger shark,0.048804174,76.96,0.122144169,76.20315642,1.4,2.020330951,0.073273313,0.048870856,-0.199784059,0.01222498,0.062104571,-0.896473919,1.623762964,0.011854189
Sandtiger shark,0.046917285,77,0.107546495,76.35598043,1.35,1.77507906,0.064783333,0.042763162,-0.204750236,0.011700367,0.060189602,0.779151397,1.605558888,0.011349701
Sandtiger shark,0.045409219,77.01,0.104445275,76.3434985,1.38,1.799704824,0.063129582,0.041315693,-0.208854729,0.011341901,0.05836411,0.879200995,1.601779821,0.011093768
Sandtiger shark,0.062118081,77.19,0.153174002,76.15497625,1.44,1.594459003,0.094825718,0.058348284,-0.238143774,0.01578323,0.079378173,0.667157969,1.617412047,0.015157321
Sandtiger shark,0.055527828,77.01,0.138102293,76.25495251,1.36,1.843950644,0.082463293,0.055638999,-0.194234965,0.013105658,0.069204962,-0.476573432,1.624339533,0.012730968
Sandtiger shark,0.039450048,76.96,0.084074783,76.12942872,1.34,1.198314277,0.053807407,0.030267376,-0.279989192,0.010336832,0.052195745,0.804167278,1.589687378,0.010020698
Sandtiger shark,0.03069898,76.43,0.074171883,75.6105541,1.38,1.976763783,0.044678175,0.029493708,-0.20471998,0.008670317,0.040984954,1.327717924,1.614874675,0.008138062
Sandtiger shark,0.030223108,76.29,0.071828784,75.45885479,1.35,1.90870023,0.043804096,0.028024688,-0.219680852,0.008716283,0.040830776,0.958796349,1.613855457,0.00816914
Sandtiger shark,0.050325398,76.71,0.120392444,76.02082289,1.36,1.840059462,0.072344214,0.04804823,-0.201806553,0.012100142,0.063646665,-1.550375972,1.615289096,0.011971036
Sandtiger shark,0.048548503,76.62,0.112865896,75.99272819,1.34,1.769188668,0.067829826,0.04503607,-0.201954329,0.011706462,0.061683889,-0.781611187,1.611358534,0.011591565
Sandtiger shark,0.049896855,76.74,0.125997984,75.9810736,1.37,2.00663325,0.075248363,0.050749621,-0.194437575,0.012480194,0.063426433,0.458736396,1.622400353,0.012021927
Sandtiger shark,0.048312966,76.68,0.119747156,76.01017469,1.37,1.97353437,0.070465024,0.049282132,-0.176896823,0.01218657,0.061661343,0.915673203,1.618157702,0.011684888
Sandtiger shark,0.051402944,76.69,0.128614155,76.00025058,1.36,1.972419394,0.0755464,0.053067755,-0.174775829,0.012591306,0.064971642,0.91976823,1.620754556,0.012212949
Sandtiger shark,0.049194804,76.6,0.117615588,75.9465359,1.35,1.907933331,0.069102875,0.048512713,-0.175063213,0.012231975,0.062790699,-0.562234719,1.614851459,0.011810463
Sandtiger shark,0.033269584,76.63,0.083421075,75.91200907,1.43,2.096983429,0.050115522,0.033305553,-0.201507451,0.008974022,0.043615196,0.556933482,1.619790816,0.008680899
Sandtiger shark,0.034409331,76.64,0.087577941,75.86436117,1.44,2.104066279,0.052892337,0.034685604,-0.207891774,0.009288501,0.045039958,0.892725728,1.619110781,0.008975363
Sandtiger shark,0.036597517,76.75,0.084348672,76.10374309,1.37,1.903181063,0.050779713,0.03356896,-0.204042962,0.009991483,0.048296571,1.636836777,1.599822009,0.00929777
Sandtiger shark,0.03454323,76.66,0.07629339,76.02322984,1.34,1.830167345,0.045651691,0.030641699,-0.196740395,0.009651105,0.046221592,0.196181068,1.588823356,0.008902078
Sandtiger shark,0.046083246,76.71,0.118214847,76.01777013,1.39,2.084158085,0.06916738,0.049047467,-0.170197854,0.011624604,0.058644388,-0.779521887,1.622871313,0.011166679
